From,To,Length(m),Azimuth(deg),Clino(deg)
90@quattro_formaggio.clearwater_master,91@quattro_formaggio.clearwater_master,7.10,35.00,4.00
91@quattro_formaggio.clearwater_master,92@quattro_formaggio.clearwater_master,13.20,352.00,-32.00
89@quattro_formaggio.clearwater_master,93@quattro_formaggio.clearwater_master,14.30,158.00,34.00
0@boom_boom.clearwater_master,1@boom_boom.clearwater_master,17.45,181.93,7.44
1@boom_boom.clearwater_master,2@boom_boom.clearwater_master,4.01,138.67,39.25
2@boom_boom.clearwater_master,3@boom_boom.clearwater_master,5.67,214.77,20.49
3@boom_boom.clearwater_master,4@boom_boom.clearwater_master,8.82,113.79,45.52
4@boom_boom.clearwater_master,5@boom_boom.clearwater_master,8.88,164.25,22.76
5@boom_boom.clearwater_master,6@boom_boom.clearwater_master,12.87,186.94,-1.24
6@boom_boom.clearwater_master,7@boom_boom.clearwater_master,12.36,228.41,-6.52
7@boom_boom.clearwater_master,8@boom_boom.clearwater_master,7.63,151.89,5.63
7@boom_boom.clearwater_master,87@boom_boom.clearwater_master,16.39,355.63,-39.60
87@boom_boom.clearwater_master,88@boom_boom.clearwater_master,19.19,335.86,-33.03
88@boom_boom.clearwater_master,89@boom_boom.clearwater_master,9.06,4.14,6.76
8@boom_boom.clearwater_master,9@boom_boom.clearwater_master,24.58,203.76,9.33
9@boom_boom.clearwater_master,10@boom_boom.clearwater_master,6.98,166.21,35.85
10@boom_boom.clearwater_master,11@boom_boom.clearwater_master,15.40,165.35,26.03
11@boom_boom.clearwater_master,12@boom_boom.clearwater_master,13.94,203.34,11.95
12@boom_boom.clearwater_master,13@boom_boom.clearwater_master,30.69,203.36,12.86
13@boom_boom.clearwater_master,14@boom_boom.clearwater_master,26.50,125.81,4.47
14@boom_boom.clearwater_master,15@boom_boom.clearwater_master,23.00,102.23,7.18
15@boom_boom.clearwater_master,16@boom_boom.clearwater_master,10.69,210.24,-15.75
16@boom_boom.clearwater_master,17@boom_boom.clearwater_master,14.30,202.18,10.12
17@boom_boom.clearwater_master,18@boom_boom.clearwater_master,18.71,181.66,26.22
18@boom_boom.clearwater_master,19@boom_boom.clearwater_master,6.54,167.83,18.96
19@boom_boom.clearwater_master,20@boom_boom.clearwater_master,12.15,211.96,7.21
20@boom_boom.clearwater_master,21@boom_boom.clearwater_master,22.77,124.76,31.57
21@boom_boom.clearwater_master,22@boom_boom.clearwater_master,10.11,80.51,32.40
22@boom_boom.clearwater_master,23@boom_boom.clearwater_master,14.38,56.08,-48.20
23@boom_boom.clearwater_master,24@boom_boom.clearwater_master,18.36,103.02,-26.82
24@boom_boom.clearwater_master,25@boom_boom.clearwater_master,11.85,93.62,1.19
25@boom_boom.clearwater_master,26@boom_boom.clearwater_master,7.97,90.14,-6.66
26@boom_boom.clearwater_master,27@boom_boom.clearwater_master,25.82,71.22,28.00
27@boom_boom.clearwater_master,28@boom_boom.clearwater_master,4.20,55.30,32.83
28@boom_boom.clearwater_master,29@boom_boom.clearwater_master,11.64,318.84,40.40
29@boom_boom.clearwater_master,30@boom_boom.clearwater_master,7.82,244.18,44.79
16@boom_boom.clearwater_master,31@boom_boom.clearwater_master,17.33,53.65,-8.61
31@boom_boom.clearwater_master,32@boom_boom.clearwater_master,17.76,98.87,-28.23
32@boom_boom.clearwater_master,33@boom_boom.clearwater_master,15.54,80.01,-3.25
15@boom_boom.clearwater_master,34@boom_boom.clearwater_master,9.78,355.63,-19.23
34@boom_boom.clearwater_master,35@boom_boom.clearwater_master,32.56,23.64,1.40
35@boom_boom.clearwater_master,36@boom_boom.clearwater_master,8.22,5.11,-9.67
36@boom_boom.clearwater_master,37@boom_boom.clearwater_master,18.31,22.85,-5.13
37@boom_boom.clearwater_master,999@boom_boom.clearwater_master,25.00,345.00,0.00
36@boom_boom.clearwater_master,38@boom_boom.clearwater_master,16.97,341.71,-37.81
13@boom_boom.clearwater_master,39@boom_boom.clearwater_master,5.14,163.79,2.47
39@boom_boom.clearwater_master,40@boom_boom.clearwater_master,5.82,236.05,-10.38
40@boom_boom.clearwater_master,41@boom_boom.clearwater_master,6.31,188.33,-1.87
41@boom_boom.clearwater_master,42@boom_boom.clearwater_master,18.84,246.54,-31.92
42@boom_boom.clearwater_master,43@boom_boom.clearwater_master,9.61,345.37,-34.94
4@boom_boom.clearwater_master,-,2.02,44.64,75.04
4@boom_boom.clearwater_master,-,3.01,160.58,70.96
4@boom_boom.clearwater_master,-,0.66,141.90,-82.97
4@boom_boom.clearwater_master,-,1.34,103.05,-81.33
4@boom_boom.clearwater_master,-,3.68,57.49,5.74
4@boom_boom.clearwater_master,-,1.51,37.66,-4.19
4@boom_boom.clearwater_master,-,2.49,220.02,6.30
8@boom_boom.clearwater_master,-,7.54,9.98,87.82
8@boom_boom.clearwater_master,-,8.78,352.85,85.72
8@boom_boom.clearwater_master,-,1.50,122.39,-80.23
8@boom_boom.clearwater_master,-,1.54,289.82,-66.08
8@boom_boom.clearwater_master,-,5.92,103.46,9.74
8@boom_boom.clearwater_master,-,0.98,101.10,16.66
8@boom_boom.clearwater_master,-,1.28,278.82,17.77
8@boom_boom.clearwater_master,-,5.17,286.07,10.35
20@boom_boom.clearwater_master,-,5.81,177.48,82.79
20@boom_boom.clearwater_master,-,5.29,101.66,74.68
20@boom_boom.clearwater_master,-,1.49,238.41,-85.03
20@boom_boom.clearwater_master,-,4.15,95.34,36.05
20@boom_boom.clearwater_master,-,8.28,84.04,7.65
20@boom_boom.clearwater_master,-,8.72,230.87,-2.95
20@boom_boom.clearwater_master,-,12.14,212.02,6.97
22@boom_boom.clearwater_master,-,6.92,57.44,86.16
22@boom_boom.clearwater_master,-,9.97,136.21,60.95
22@boom_boom.clearwater_master,-,1.68,237.38,-87.89
22@boom_boom.clearwater_master,-,9.51,350.13,1.43
22@boom_boom.clearwater_master,-,1.26,146.63,26.54
26@boom_boom.clearwater_master,-,4.17,359.46,46.16
26@boom_boom.clearwater_master,-,1.74,24.43,82.35
26@boom_boom.clearwater_master,-,2.84,157.25,-2.92
26@boom_boom.clearwater_master,-,2.78,159.67,-0.60
27@boom_boom.clearwater_master,-,7.14,51.65,87.07
27@boom_boom.clearwater_master,-,1.56,150.56,-80.91
27@boom_boom.clearwater_master,-,0.18,357.04,-16.98
27@boom_boom.clearwater_master,-,3.17,306.25,26.10
27@boom_boom.clearwater_master,-,4.04,146.74,4.58
32@boom_boom.clearwater_master,-,1.19,0.29,83.73
32@boom_boom.clearwater_master,-,1.19,316.76,-87.71
32@boom_boom.clearwater_master,-,2.00,357.99,5.06
32@boom_boom.clearwater_master,-,26.77,79.79,-3.19
32@boom_boom.clearwater_master,-,0.96,159.93,-0.53
35@boom_boom.clearwater_master,-,0.74,320.77,78.20
35@boom_boom.clearwater_master,-,1.06,309.13,-76.67
35@boom_boom.clearwater_master,-,2.06,279.45,-13.93
35@boom_boom.clearwater_master,-,32.55,23.68,1.39
35@boom_boom.clearwater_master,-,4.12,129.04,33.46
111@jetstream.clearwater_master,163@jetstream.clearwater_master,22.74,193.20,4.00
163@jetstream.clearwater_master,-,6.67,108.28,13.79
163@jetstream.clearwater_master,-,1.04,252.58,-11.49
163@jetstream.clearwater_master,-,10.55,102.36,75.15
163@jetstream.clearwater_master,-,1.41,149.65,-64.45
163@jetstream.clearwater_master,164@jetstream.clearwater_master,11.21,57.79,39.24
164@jetstream.clearwater_master,-,6.58,21.29,14.02
164@jetstream.clearwater_master,-,8.65,191.91,11.68
164@jetstream.clearwater_master,-,3.40,165.08,81.53
164@jetstream.clearwater_master,-,0.69,116.68,-70.45
164@jetstream.clearwater_master,165@jetstream.clearwater_master,18.73,61.99,30.80
165@jetstream.clearwater_master,-,3.39,301.16,-3.89
165@jetstream.clearwater_master,-,15.74,112.12,45.00
165@jetstream.clearwater_master,-,7.99,47.46,78.83
165@jetstream.clearwater_master,-,1.16,358.64,-75.30
165@jetstream.clearwater_master,166@jetstream.clearwater_master,17.03,11.57,4.31
166@jetstream.clearwater_master,-,2.78,293.37,6.08
166@jetstream.clearwater_master,-,6.62,117.34,23.51
166@jetstream.clearwater_master,-,10.76,339.71,85.16
166@jetstream.clearwater_master,-,2.02,202.23,-52.76
166@jetstream.clearwater_master,-,8.25,312.23,27.22
166@jetstream.clearwater_master,-,53.65,313.45,57.55
166@jetstream.clearwater_master,-,42.53,319.76,64.73
166@jetstream.clearwater_master,-,22.91,335.07,54.81
166@jetstream.clearwater_master,-,9.73,359.92,39.54
166@jetstream.clearwater_master,-,4.92,22.81,-2.18
166@jetstream.clearwater_master,-,8.83,315.57,-30.35
166@jetstream.clearwater_master,-,5.54,68.66,11.79
166@jetstream.clearwater_master,-,6.23,87.44,51.83
166@jetstream.clearwater_master,-,9.41,132.35,80.55
166@jetstream.clearwater_master,-,6.39,141.84,51.72
166@jetstream.clearwater_master,-,8.77,172.07,27.76
166@jetstream.clearwater_master,-,7.32,177.41,16.64
167@jetstream.clearwater_master,166@jetstream.clearwater_master,18.46,142.27,-46.39
167@jetstream.clearwater_master,-,5.00,197.54,-2.88
167@jetstream.clearwater_master,-,0.91,59.90,-1.69
167@jetstream.clearwater_master,-,10.98,135.48,72.91
167@jetstream.clearwater_master,-,1.21,55.32,-68.93
167@jetstream.clearwater_master,168@jetstream.clearwater_master,21.52,264.01,74.71
169@jetstream.clearwater_master,168@jetstream.clearwater_master,7.53,164.97,26.43
169@jetstream.clearwater_master,-,4.38,206.38,7.10
169@jetstream.clearwater_master,-,2.45,14.25,2.95
169@jetstream.clearwater_master,-,20.46,222.26,81.40
169@jetstream.clearwater_master,-,1.46,226.42,-84.41
169@jetstream.clearwater_master,-,5.06,239.50,1.32
169@jetstream.clearwater_master,-,7.29,266.69,7.93
169@jetstream.clearwater_master,-,6.75,287.38,6.98
169@jetstream.clearwater_master,-,4.51,321.36,5.59
169@jetstream.clearwater_master,-,9.41,305.97,39.85
169@jetstream.clearwater_master,-,14.83,267.02,49.81
169@jetstream.clearwater_master,-,25.90,287.97,54.20
169@jetstream.clearwater_master,-,22.16,250.17,80.51
169@jetstream.clearwater_master,-,52.73,235.14,74.61
169@jetstream.clearwater_master,-,51.63,264.82,66.43
169@jetstream.clearwater_master,-,22.05,287.33,66.91
169@jetstream.clearwater_master,-,15.35,294.92,83.46
169@jetstream.clearwater_master,170@jetstream.clearwater_master,25.36,256.33,68.05
170@jetstream.clearwater_master,-,4.79,122.42,3.03
170@jetstream.clearwater_master,-,5.72,305.55,-14.51
170@jetstream.clearwater_master,-,29.23,320.62,85.07
170@jetstream.clearwater_master,-,24.19,41.63,-71.67
170@jetstream.clearwater_master,-,4.76,21.74,-8.65
170@jetstream.clearwater_master,171@jetstream.clearwater_master,5.16,223.11,61.20
171@jetstream.clearwater_master,-,8.73,94.25,37.82
171@jetstream.clearwater_master,-,9.59,332.96,1.46
171@jetstream.clearwater_master,-,27.20,14.75,85.38
171@jetstream.clearwater_master,-,13.37,6.38,-48.61
171@jetstream.clearwater_master,172@jetstream.clearwater_master,12.65,176.36,44.62
172@jetstream.clearwater_master,-,24.61,94.84,37.82
172@jetstream.clearwater_master,-,10.98,298.69,11.45
172@jetstream.clearwater_master,-,11.89,36.39,78.45
172@jetstream.clearwater_master,-,22.10,358.68,-40.02
172@jetstream.clearwater_master,173@jetstream.clearwater_master,7.21,228.35,25.74
173@jetstream.clearwater_master,-,8.65,76.81,-4.62
173@jetstream.clearwater_master,-,18.00,75.52,13.01
173@jetstream.clearwater_master,-,24.60,76.54,25.12
173@jetstream.clearwater_master,-,4.21,76.79,44.40
173@jetstream.clearwater_master,-,11.77,63.46,67.26
173@jetstream.clearwater_master,-,9.77,225.22,76.92
173@jetstream.clearwater_master,-,9.88,230.12,49.43
173@jetstream.clearwater_master,-,16.29,262.74,41.05
173@jetstream.clearwater_master,-,5.47,288.17,26.58
173@jetstream.clearwater_master,-,6.85,285.46,59.10
173@jetstream.clearwater_master,-,6.12,308.42,4.39
173@jetstream.clearwater_master,-,10.21,342.20,31.03
173@jetstream.clearwater_master,-,9.72,328.59,67.49
173@jetstream.clearwater_master,-,11.97,42.07,70.57
173@jetstream.clearwater_master,-,9.56,97.89,16.27
173@jetstream.clearwater_master,174@jetstream.clearwater_master,17.87,74.60,15.34
174@jetstream.clearwater_master,-,6.75,15.24,-3.91
174@jetstream.clearwater_master,-,22.42,238.00,-0.73
174@jetstream.clearwater_master,-,7.00,128.93,83.14
174@jetstream.clearwater_master,-,6.22,42.43,-27.71
174@jetstream.clearwater_master,175@jetstream.clearwater_master,7.44,131.03,11.12
175@jetstream.clearwater_master,-,5.97,62.69,-3.91
175@jetstream.clearwater_master,-,7.10,246.18,7.38
175@jetstream.clearwater_master,-,7.01,195.61,83.21
175@jetstream.clearwater_master,-,3.66,164.39,-36.64
175@jetstream.clearwater_master,176@jetstream.clearwater_master,15.78,151.07,-5.75
176@jetstream.clearwater_master,-,7.51,51.13,-13.53
176@jetstream.clearwater_master,-,7.38,214.37,5.31
176@jetstream.clearwater_master,-,9.62,141.35,78.00
176@jetstream.clearwater_master,-,3.77,102.62,-52.83
176@jetstream.clearwater_master,177@jetstream.clearwater_master,22.17,106.51,3.60
177@jetstream.clearwater_master,-,1.86,18.85,0.43
177@jetstream.clearwater_master,-,3.59,205.66,38.95
177@jetstream.clearwater_master,-,9.92,142.54,79.83
177@jetstream.clearwater_master,-,1.50,117.14,-57.71
177@jetstream.clearwater_master,178@jetstream.clearwater_master,10.16,117.53,17.07
178@jetstream.clearwater_master,-,0.68,120.32,13.80
178@jetstream.clearwater_master,-,5.93,248.70,23.14
178@jetstream.clearwater_master,-,10.50,223.76,61.27
178@jetstream.clearwater_master,-,1.08,192.08,-62.63
178@jetstream.clearwater_master,179@jetstream.clearwater_master,30.75,173.08,1.22
179@jetstream.clearwater_master,-,13.44,7.75,13.74
179@jetstream.clearwater_master,-,3.21,175.17,34.51
179@jetstream.clearwater_master,-,5.38,285.60,86.31
179@jetstream.clearwater_master,-,2.93,46.26,-46.99
179@jetstream.clearwater_master,180@jetstream.clearwater_master,28.95,48.39,5.63
180@jetstream.clearwater_master,-,7.46,14.69,45.14
180@jetstream.clearwater_master,-,4.30,185.76,11.23
180@jetstream.clearwater_master,-,10.61,28.03,81.49
180@jetstream.clearwater_master,-,1.79,286.84,-78.64
180@jetstream.clearwater_master,-,4.02,131.62,1.20
180@jetstream.clearwater_master,181@jetstream.clearwater_master,11.79,118.24,-7.47
181@jetstream.clearwater_master,-,0.22,80.93,8.96
181@jetstream.clearwater_master,-,8.23,251.46,40.26
181@jetstream.clearwater_master,-,12.27,235.27,63.02
181@jetstream.clearwater_master,-,1.45,221.18,-64.90
181@jetstream.clearwater_master,182@jetstream.clearwater_master,12.43,169.93,-0.88
182@jetstream.clearwater_master,-,1.27,94.71,16.78
182@jetstream.clearwater_master,-,1.73,255.68,13.79
182@jetstream.clearwater_master,-,14.15,219.20,47.09
182@jetstream.clearwater_master,-,2.97,221.45,-44.40
182@jetstream.clearwater_master,183@jetstream.clearwater_master,9.64,179.90,-9.79
183@jetstream.clearwater_master,-,7.12,30.73,4.00
183@jetstream.clearwater_master,-,3.91,203.60,29.20
183@jetstream.clearwater_master,-,7.91,276.50,84.04
183@jetstream.clearwater_master,-,4.20,41.69,-43.20
183@jetstream.clearwater_master,184@jetstream.clearwater_master,12.68,53.54,10.51
184@jetstream.clearwater_master,-,5.14,324.68,15.70
184@jetstream.clearwater_master,-,6.01,109.48,27.95
184@jetstream.clearwater_master,-,5.07,307.27,79.66
184@jetstream.clearwater_master,-,1.72,31.17,-42.75
184@jetstream.clearwater_master,-,16.46,185.09,13.35
184@jetstream.clearwater_master,185@jetstream.clearwater_master,21.82,51.52,1.18
185@jetstream.clearwater_master,-,8.82,321.16,2.17
185@jetstream.clearwater_master,-,5.60,141.20,19.28
185@jetstream.clearwater_master,-,4.52,46.23,76.05
185@jetstream.clearwater_master,-,7.21,44.51,-41.18
185@jetstream.clearwater_master,-,28.44,81.91,8.15
185@jetstream.clearwater_master,-,25.23,109.03,19.51
185@jetstream.clearwater_master,-,16.82,106.52,40.96
185@jetstream.clearwater_master,-,15.33,77.65,41.00
185@jetstream.clearwater_master,-,14.46,56.15,30.84
185@jetstream.clearwater_master,-,5.63,158.67,33.92
185@jetstream.clearwater_master,-,12.33,47.55,19.79
185@jetstream.clearwater_master,-,8.58,46.80,-17.11
185@jetstream.clearwater_master,-,12.92,29.79,-17.58
185@jetstream.clearwater_master,-,16.16,4.11,-17.21
185@jetstream.clearwater_master,-,12.13,345.87,-3.81
185@jetstream.clearwater_master,-,6.48,317.73,44.93
185@jetstream.clearwater_master,-,7.70,305.55,12.85
185@jetstream.clearwater_master,186@jetstream.clearwater_master,21.86,11.28,2.02
186@jetstream.clearwater_master,-,3.00,310.45,16.81
186@jetstream.clearwater_master,-,8.31,114.73,16.10
186@jetstream.clearwater_master,-,5.53,87.53,71.36
186@jetstream.clearwater_master,-,5.33,50.61,-24.79
186@jetstream.clearwater_master,187@jetstream.clearwater_master,14.82,74.57,9.21
187@jetstream.clearwater_master,-,11.27,306.50,-0.67
187@jetstream.clearwater_master,-,0.68,110.24,-25.93
187@jetstream.clearwater_master,-,7.26,322.38,60.35
187@jetstream.clearwater_master,-,1.64,333.49,-55.18
187@jetstream.clearwater_master,188@jetstream.clearwater_master,23.31,341.32,-4.77
189@jetstream.clearwater_master,188@jetstream.clearwater_master,7.84,245.12,-16.77
189@jetstream.clearwater_master,-,4.62,299.14,-13.40
189@jetstream.clearwater_master,-,8.43,82.07,9.38
189@jetstream.clearwater_master,-,4.65,54.36,66.87
189@jetstream.clearwater_master,-,7.81,332.95,-45.87
189@jetstream.clearwater_master,190@jetstream.clearwater_master,20.99,22.30,-12.64
190@jetstream.clearwater_master,-,0.81,319.91,-10.36
190@jetstream.clearwater_master,-,7.37,119.01,10.79
190@jetstream.clearwater_master,-,8.65,100.03,74.21
190@jetstream.clearwater_master,-,3.39,80.76,-48.77
190@jetstream.clearwater_master,191@jetstream.clearwater_master,8.31,66.66,9.78
191@jetstream.clearwater_master,-,8.11,282.73,24.07
191@jetstream.clearwater_master,-,2.48,149.16,14.53
191@jetstream.clearwater_master,-,8.58,256.60,72.86
191@jetstream.clearwater_master,-,4.60,215.42,-58.08
191@jetstream.clearwater_master,192@jetstream.clearwater_master,18.85,10.71,4.97
192@jetstream.clearwater_master,-,6.61,305.59,-3.50
192@jetstream.clearwater_master,-,1.81,120.01,15.32
192@jetstream.clearwater_master,-,10.92,56.88,69.35
192@jetstream.clearwater_master,-,1.53,99.38,-56.19
192@jetstream.clearwater_master,193@jetstream.clearwater_master,6.28,23.60,4.53
193@jetstream.clearwater_master,-,6.97,276.78,-3.03
193@jetstream.clearwater_master,-,7.65,99.49,38.99
193@jetstream.clearwater_master,-,8.01,58.89,82.96
193@jetstream.clearwater_master,-,1.29,16.67,-73.33
193@jetstream.clearwater_master,194@jetstream.clearwater_master,9.82,113.48,16.67
193@jetstream.clearwater_master,195@jetstream.clearwater_master,16.58,24.71,-3.58
195@jetstream.clearwater_master,-,5.29,306.37,21.46
195@jetstream.clearwater_master,-,5.74,137.14,12.11
195@jetstream.clearwater_master,-,13.15,76.08,71.56
195@jetstream.clearwater_master,-,4.56,54.94,-38.64
195@jetstream.clearwater_master,-,23.50,15.53,1.84
195@jetstream.clearwater_master,-,7.64,15.44,1.69
195@jetstream.clearwater_master,196@jetstream.clearwater_master,8.58,15.53,1.62
196@jetstream.clearwater_master,-,3.84,261.68,25.39
196@jetstream.clearwater_master,-,17.04,69.22,7.47
196@jetstream.clearwater_master,-,14.38,56.26,53.89
196@jetstream.clearwater_master,-,2.20,4.92,-39.74
196@jetstream.clearwater_master,-,16.75,59.18,11.74
196@jetstream.clearwater_master,-,2.16,57.49,-16.22
196@jetstream.clearwater_master,-,18.33,74.24,-14.08
196@jetstream.clearwater_master,-,21.32,68.77,40.48
196@jetstream.clearwater_master,197@jetstream.clearwater_master,15.39,3.99,6.82
197@jetstream.clearwater_master,-,8.51,257.04,3.39
